x y z
-0.85 -0.48 0.15
-0.85 -0.43 0.15
-0.90 -0.48 0.12
-0.89 -0.51 0.12
-0.84 -0.53 0.11
-0.85 -0.53 0.12
-0.90 -0.50 0.13
-0.90 -0.45 0.12
-0.87 -0.41 0.09
-0.89 -0.44 0.10
-0.91 -0.49 0.12
-0.88 -0.50 0.15
-0.84 -0.49 0.16
-0.87 -0.49 0.15
-0.91 -0.49 0.13
-0.89 -0.44 0.10
-0.87 -0.42 0.09
-0.90 -0.45 0.11
-0.89 -0.51 0.13
-0.85 -0.52 0.13
-0.84 -0.53 0.12
-0.89 -0.52 0.12
-0.90 -0.48 0.13
-0.86 -0.43 0.14
-0.86 -0.46 0.15
-0.90 -0.52 0.13
-0.89 -0.51 0.10
-0.86 -0.45 0.09
-0.87 -0.45 0.11
-0.89 -0.51 0.12
-0.87 -0.53 0.11
-0.84 -0.52 0.09
-0.87 -0.50 0.10
-0.89 -0.50 0.13
-0.86 -0.48 0.16
-0.83 -0.49 0.17
-0.87 -0.52 0.15
-0.90 -0.51 0.13
-0.88 -0.45 0.11
-0.86 -0.42 0.12
-0.89 -0.47 0.13
-0.89 -0.51 0.12
-0.86 -0.51 0.10
-0.86 -0.50 0.10
-0.89 -0.50 0.12
-0.89 -0.48 0.15
-0.85 -0.45 0.17
-0.86 -0.46 0.16
-0.90 -0.48 0.14
-0.89 -0.48 0.11
-0.86 -0.46 0.09
-0.88 -0.48 0.10
-0.90 -0.51 0.13
-0.87 -0.48 0.16
-0.85 -0.45 0.17
-0.88 -0.45 0.15
-0.90 -0.48 0.12
-0.87 -0.49 0.10
-0.85 -0.51 0.10
-0.88 -0.53 0.12
-0.89 -0.49 0.14
-0.87 -0.43 0.14
-0.87 -0.43 0.11
-0.90 -0.49 0.11
-0.89 -0.53 0.13
-0.84 -0.52 0.16
-0.85 -0.48 0.16
-0.89 -0.47 0.14
-0.89 -0.47 0.10
-0.86 -0.50 0.09
-0.86 -0.54 0.11
-0.88 -0.52 0.13
-0.87 -0.46 0.13
-0.87 -0.43 0.11
-0.88 -0.48 0.10
-0.90 -0.53 0.11
-0.86 -0.51 0.15
-0.85 -0.45 0.15
-0.88 -0.45 0.13
-0.90 -0.47 0.11
-0.87 -0.50 0.10
-0.86 -0.52 0.11
-0.88 -0.51 0.13
-0.89 -0.47 0.14
-0.88 -0.42 0.13
-0.88 -0.42 0.11
-0.90 -0.46 0.11
-0.89 -0.51 0.12
-0.86 -0.51 0.13
-0.86 -0.51 0.14
-0.89 -0.49 0.14
-0.89 -0.45 0.13
-0.88 -0.42 0.12
-0.89 -0.44 0.12
-0.90 -0.48 0.11
-0.88 -0.50 0.11
-0.86 -0.51 0.11
-0.87 -0.51 0.12
-0.88 -0.50 0.13
-0.87 -0.46 0.15
-0.86 -0.46 0.15
-0.88 -0.48 0.14
-0.89 -0.49 0.13
-0.88 -0.47 0.11
-0.87 -0.46 0.11
-0.88 -0.48 0.11
-0.88 -0.50 0.11
-0.86 -0.51 0.10
-0.86 -0.51 0.11
-0.88 -0.51 0.12
-0.87 -0.49 0.15
-0.86 -0.47 0.16
-0.86 -0.47 0.16
-0.89 -0.48 0.14
-0.89 -0.47 0.12
-0.88 -0.45 0.11
-0.88 -0.46 0.11
-0.89 -0.49 0.11
-0.87 -0.51 0.12
-0.85 -0.52 0.13
-0.86 -0.51 0.14
-0.88 -0.49 0.15
-0.88 -0.45 0.15
-0.87 -0.43 0.13
-0.89 -0.45 0.12
-0.89 -0.48 0.12
-0.87 -0.50 0.11
-0.86 -0.52 0.12
-0.87 -0.51 0.14
-0.88 -0.48 0.15
-0.88 -0.44 0.14
-0.88 -0.43 0.12
-0.89 -0.47 0.11
-0.88 -0.50 0.12
-0.86 -0.52 0.14
-0.85 -0.50 0.15
-0.88 -0.48 0.15
-0.89 -0.45 0.12
-0.87 -0.45 0.10
-0.88 -0.48 0.09
-0.88 -0.52 0.12
-0.87 -0.50 0.15
-0.86 -0.45 0.15
-0.87 -0.44 0.14
-0.89 -0.48 0.11
-0.87 -0.52 0.11
-0.85 -0.53 0.12
-0.86 -0.51 0.14
-0.88 -0.47 0.14
-0.88 -0.45 0.11
-0.87 -0.47 0.09
-0.88 -0.51 0.10
-0.88 -0.52 0.13
-0.87 -0.47 0.14
-0.87 -0.43 0.14
-0.89 -0.45 0.12
-0.89 -0.49 0.11
-0.86 -0.51 0.11
-0.86 -0.52 0.13
-0.88 -0.50 0.14
-0.89 -0.46 0.13
-0.88 -0.42 0.12
-0.89 -0.44 0.11
-0.89 -0.47 0.11
-0.88 -0.50 0.12
-0.86 -0.51 0.13
-0.86 -0.50 0.14
-0.89 -0.48 0.14
-0.89 -0.45 0.13
-0.88 -0.43 0.12
-0.88 -0.44 0.12
-0.89 -0.48 0.11
-0.87 -0.50 0.11
-0.86 -0.51 0.11
-0.87 -0.50 0.11
-0.88 -0.49 0.13
-0.87 -0.47 0.15
-0.86 -0.47 0.15
-0.88 -0.49 0.14
-0.89 -0.49 0.12
-0.88 -0.46 0.11
-0.87 -0.45 0.11
-0.88 -0.48 0.12
-0.88 -0.50 0.12
-0.86 -0.51 0.11
-0.86 -0.51 0.12
-0.88 -0.50 0.13
-0.88 -0.47 0.14
-0.86 -0.45 0.15
-0.87 -0.46 0.15
-0.89 -0.48 0.13
-0.88 -0.48 0.11
-0.87 -0.46 0.10
-0.88 -0.48 0.11
-0.89 -0.49 0.12
-0.87 -0.49 0.15
-0.85 -0.49 0.16
-0.88 -0.48 0.15
-0.89 -0.47 0.13
-0.88 -0.45 0.11
-0.87 -0.44 0.11
-0.89 -0.47 0.11
-0.88 -0.50 0.13
-0.85 -0.50 0.15
-0.86 -0.49 0.16
-0.88 -0.48 0.14
-0.89 -0.46 0.12
-0.87 -0.45 0.10
-0.88 -0.47 0.10
-0.89 -0.49 0.12
-0.88 -0.49 0.15
-0.86 -0.47 0.16
-0.87 -0.46 0.15
-0.89 -0.48 0.13
-0.88 -0.48 0.10
-0.86 -0.50 0.10
-0.87 -0.51 0.11
-0.88 -0.49 0.14
-0.87 -0.45 0.14
-0.87 -0.44 0.12
-0.89 -0.47 0.12
-0.88 -0.51 0.13
-0.86 -0.51 0.14
-0.86 -0.49 0.15
-0.88 -0.48 0.14
-0.88 -0.47 0.11
-0.87 -0.48 0.10
-0.87 -0.50 0.10
-0.89 -0.50 0.12
-0.88 -0.47 0.14
-0.87 -0.43 0.14
-0.88 -0.44 0.13
-0.89 -0.48 0.12
-0.87 -0.50 0.12
-0.86 -0.51 0.12
-0.87 -0.50 0.13
-0.89 -0.48 0.13
-0.88 -0.44 0.12
-0.88 -0.42 0.11
-0.89 -0.45 0.12
-0.89 -0.49 0.13
-0.86 -0.51 0.13
-0.86 -0.51 0.13
-0.88 -0.50 0.13
-0.89 -0.46 0.12
-0.88 -0.43 0.13
-0.87 -0.44 0.13
-0.89 -0.48 0.13
-0.88 -0.50 0.11
-0.86 -0.50 0.10
-0.87 -0.49 0.10
-0.89 -0.48 0.12
-0.87 -0.47 0.14
-0.85 -0.48 0.15
-0.87 -0.50 0.14
-0.89 -0.50 0.13
-0.88 -0.46 0.11
-0.87 -0.44 0.12
-0.88 -0.46 0.13
-0.88 -0.50 0.13
-0.86 -0.51 0.12
-0.86 -0.51 0.11
-0.88 -0.49 0.12
-0.89 -0.47 0.14
-0.87 -0.45 0.15
-0.87 -0.46 0.15
-0.88 -0.48 0.14
-0.88 -0.49 0.12
-0.87 -0.47 0.10
-0.88 -0.47 0.10
-0.89 -0.48 0.13
-0.88 -0.47 0.15
-0.86 -0.47 0.16
-0.87 -0.48 0.15
-0.89 -0.48 0.13
-0.88 -0.47 0.11
-0.87 -0.47 0.10
-0.89 -0.48 0.11
-0.89 -0.48 0.13
-0.87 -0.47 0.15
-0.86 -0.46 0.15
-0.88 -0.48 0.14
-0.88 -0.49 0.12
-0.87 -0.49 0.10
-0.87 -0.50 0.10
-0.88 -0.49 0.12
-0.88 -0.47 0.13
-0.87 -0.44 0.13
-0.88 -0.45 0.13
-0.88 -0.48 0.13
-0.87 -0.50 0.13
-0.85 -0.51 0.14
-0.86 -0.50 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.11
-0.87 -0.47 0.10
-0.88 -0.48 0.11
-0.89 -0.49 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.14
-0.88 -0.47 0.13
-0.88 -0.49 0.12
-0.87 -0.50 0.11
-0.86 -0.50 0.11
-0.88 -0.49 0.12
-0.89 -0.46 0.12
-0.88 -0.43 0.12
-0.88 -0.44 0.13
-0.89 -0.47 0.13
-0.87 -0.50 0.13
-0.86 -0.51 0.12
-0.87 -0.50 0.12
-0.89 -0.48 0.12
-0.88 -0.45 0.12
-0.87 -0.43 0.13
-0.88 -0.46 0.13
-0.88 -0.49 0.13
-0.87 -0.50 0.11
-0.87 -0.49 0.10
-0.88 -0.48 0.11
-0.88 -0.47 0.13
-0.86 -0.47 0.15
-0.86 -0.49 0.14
-0.88 -0.50 0.13
-0.88 -0.49 0.12
-0.88 -0.46 0.11
-0.87 -0.45 0.12
-0.88 -0.47 0.13
-0.87 -0.50 0.13
-0.86 -0.51 0.12
-0.87 -0.50 0.11
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.45 0.14
-0.87 -0.47 0.15
-0.88 -0.49 0.13
-0.88 -0.49 0.11
-0.87 -0.48 0.10
-0.88 -0.47 0.11
-0.89 -0.47 0.13
-0.87 -0.46 0.15
-0.86 -0.46 0.15
-0.88 -0.48 0.14
-0.88 -0.49 0.12
-0.87 -0.48 0.11
-0.87 -0.47 0.10
-0.89 -0.47 0.12
-0.88 -0.47 0.14
-0.87 -0.46 0.15
-0.87 -0.46 0.15
-0.88 -0.48 0.14
-0.87 -0.49 0.12
-0.87 -0.49 0.11
-0.87 -0.49 0.11
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.49 0.13
-0.87 -0.50 0.14
-0.86 -0.50 0.14
-0.87 -0.49 0.13
-0.88 -0.48 0.12
-0.87 -0.47 0.11
-0.87 -0.47 0.11
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.48 0.13
-0.88 -0.49 0.12
-0.87 -0.49 0.11
-0.87 -0.49 0.11
-0.89 -0.48 0.12
-0.88 -0.45 0.13
-0.88 -0.44 0.13
-0.88 -0.46 0.14
-0.88 -0.48 0.13
-0.87 -0.50 0.12
-0.87 -0.49 0.11
-0.88 -0.48 0.11
-0.89 -0.47 0.12
-0.87 -0.45 0.14
-0.87 -0.46 0.14
-0.88 -0.48 0.14
-0.88 -0.50 0.12
-0.87 -0.48 0.11
-0.87 -0.47 0.11
-0.88 -0.46 0.12
-0.87 -0.48 0.14
-0.86 -0.49 0.14
-0.86 -0.50 0.13
-0.88 -0.50 0.12
-0.88 -0.47 0.12
-0.87 -0.44 0.13
-0.87 -0.46 0.14
-0.88 -0.48 0.14
-0.87 -0.50 0.12
-0.87 -0.50 0.11
-0.88 -0.49 0.11
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.15
-0.87 -0.48 0.14
-0.88 -0.49 0.13
-0.88 -0.48 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.14
-0.87 -0.46 0.15
-0.87 -0.47 0.15
-0.88 -0.49 0.14
-0.88 -0.49 0.12
-0.87 -0.48 0.10
-0.88 -0.48 0.11
-0.88 -0.47 0.12
-0.88 -0.46 0.14
-0.87 -0.46 0.15
-0.87 -0.47 0.14
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.50 0.11
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.47 0.13
-0.88 -0.48 0.13
-0.86 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.13
-0.88 -0.48 0.12
-0.87 -0.47 0.11
-0.88 -0.47 0.11
-0.89 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.47 0.14
-0.88 -0.48 0.13
-0.88 -0.49 0.12
-0.87 -0.48 0.11
-0.88 -0.48 0.11
-0.89 -0.47 0.12
-0.88 -0.45 0.13
-0.87 -0.45 0.14
-0.88 -0.47 0.14
-0.88 -0.49 0.12
-0.87 -0.48 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.14
-0.86 -0.48 0.14
-0.87 -0.49 0.14
-0.88 -0.49 0.13
-0.88 -0.48 0.11
-0.88 -0.45 0.11
-0.88 -0.45 0.13
-0.88 -0.47 0.13
-0.87 -0.50 0.13
-0.86 -0.50 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.45 0.13
-0.87 -0.45 0.14
-0.87 -0.47 0.14
-0.88 -0.49 0.13
-0.87 -0.49 0.11
-0.87 -0.48 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.15
-0.87 -0.47 0.15
-0.88 -0.48 0.14
-0.88 -0.49 0.12
-0.87 -0.48 0.11
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.14
-0.87 -0.46 0.15
-0.87 -0.47 0.14
-0.88 -0.48 0.13
-0.87 -0.49 0.11
-0.87 -0.49 0.11
-0.88 -0.49 0.11
-0.88 -0.48 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.14
-0.88 -0.47 0.13
-0.88 -0.49 0.13
-0.87 -0.50 0.12
-0.86 -0.50 0.12
-0.87 -0.49 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.86 -0.48 0.14
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.48 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.47 0.14
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.14
-0.88 -0.49 0.13
-0.88 -0.48 0.12
-0.88 -0.46 0.11
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.49 0.13
-0.86 -0.50 0.13
-0.87 -0.50 0.12
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.45 0.14
-0.88 -0.46 0.14
-0.88 -0.49 0.13
-0.87 -0.49 0.11
-0.87 -0.49 0.11
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.15
-0.88 -0.48 0.14
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.48 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.14
-0.87 -0.46 0.15
-0.87 -0.47 0.14
-0.88 -0.48 0.13
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.88 -0.48 0.11
-0.88 -0.48 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.14
-0.88 -0.46 0.14
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.50 0.12
-0.87 -0.49 0.12
-0.88 -0.47 0.13
-0.87 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.86 -0.49 0.14
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.11
-0.88 -0.47 0.11
-0.88 -0.48 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.14
-0.88 -0.47 0.14
-0.88 -0.48 0.12
-0.88 -0.47 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.11
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.49 0.13
-0.86 -0.50 0.13
-0.87 -0.50 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.11
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.47 0.14
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.48 0.11
-0.88 -0.48 0.12
-0.88 -0.47 0.14
-0.87 -0.46 0.15
-0.87 -0.46 0.14
-0.88 -0.47 0.13
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.88 -0.49 0.11
-0.88 -0.48 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.14
-0.88 -0.46 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.12
-0.86 -0.50 0.12
-0.87 -0.49 0.13
-0.88 -0.47 0.13
-0.87 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.87 -0.46 0.11
-0.88 -0.47 0.11
-0.88 -0.48 0.12
-0.87 -0.48 0.14
-0.87 -0.47 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.87 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.49 0.13
-0.86 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.49 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.47 0.13
-0.88 -0.48 0.12
-0.87 -0.48 0.11
-0.87 -0.49 0.12
-0.87 -0.48 0.13
-0.88 -0.47 0.14
-0.87 -0.46 0.14
-0.87 -0.46 0.14
-0.88 -0.47 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.11
-0.87 -0.49 0.12
-0.88 -0.48 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.12
-0.86 -0.50 0.13
-0.87 -0.49 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.11
-0.88 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.13
-0.87 -0.46 0.14
-0.87 -0.45 0.14
-0.88 -0.46 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.14
-0.88 -0.45 0.13
-0.88 -0.47 0.13
-0.88 -0.48 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.88 -0.45 0.13
-0.88 -0.46 0.12
-0.88 -0.48 0.12
-0.87 -0.49 0.13
-0.86 -0.49 0.13
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.11
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.11
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.14
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.13
-0.87 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.49 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.45 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.14
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.13
-0.86 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.12
-0.88 -0.45 0.13
-0.88 -0.46 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.87 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.11
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.13
-0.88 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.45 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.13
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.48 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.88 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.46 0.13
-0.87 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.88 -0.47 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.46 0.13
-0.88 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.12
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.46 0.13
-0.88 -0.46 0.13
-0.87 -0.47 0.13
-0.87 -0.49 0.13
-0.87 -0.49 0.12
-0.87 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.46 0.13
-0.88 -0.46 0.13
